"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Drone_2025.nlogo"
"Experiments 2025"
"06/01/2025 14:03:18:655 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-17","17","-17","17"
"[run number]","Battery_Gain","Policy","Battery_consumption","number-strategies","p2_upperlimit","memory-size","p2_lowerlimit","drones","Battery_Consumption_SD","overcrowding-threshold","[step]","count turtles","ticks"
"2","100","0","10","2","70","2","25","50","0","30","1500","50","1500"
"1","50","0","10","2","70","2","25","50","0","30","1500","50","1500"
"6","100","0","15","2","70","2","25","50","0","30","1500","50","1500"
"5","50","0","15","2","70","2","25","50","0","30","1500","50","1500"
"9","50","0","10","9","70","2","25","50","0","30","1500","50","1500"
"10","100","0","10","9","70","2","25","50","0","30","1500","50","1500"
"8","100","2","15","2","70","2","25","50","0","30","1500","30","1500"
"7","50","2","15","2","70","2","25","50","0","30","1500","16","1500"
"14","100","0","15","9","70","2","25","50","0","30","1500","50","1500"
"4","100","2","10","2","70","2","25","50","0","30","1500","50","1500"
"13","50","0","15","9","70","2","25","50","0","30","1500","50","1500"
"15","50","2","15","9","70","2","25","50","0","30","1500","1","1500"
"3","50","2","10","2","70","2","25","50","0","30","1500","50","1500"
"17","50","0","10","2","90","2","25","50","0","30","1500","50","1500"
"16","100","2","15","9","70","2","25","50","0","30","1500","6","1500"
"18","100","0","10","2","90","2","25","50","0","30","1500","50","1500"
"21","50","0","15","2","90","2","25","50","0","30","1500","50","1500"
"22","100","0","15","2","90","2","25","50","0","30","1500","50","1500"
"25","50","0","10","9","90","2","25","50","0","30","1500","50","1500"
"26","100","0","10","9","90","2","25","50","0","30","1500","50","1500"
"23","50","2","15","2","90","2","25","50","0","30","1500","19","1500"
"19","50","2","10","2","90","2","25","50","0","30","1500","50","1500"
"24","100","2","15","2","90","2","25","50","0","30","1500","16","1500"
"12","100","2","10","9","70","2","25","50","0","30","1500","50","1500"
"20","100","2","10","2","90","2","25","50","0","30","1500","50","1500"
"29","50","0","15","9","90","2","25","50","0","30","1500","50","1500"
"30","100","0","15","9","90","2","25","50","0","30","1500","50","1500"
"33","50","0","10","2","70","9","25","50","0","30","1500","50","1500"
"32","100","2","15","9","90","2","25","50","0","30","1500","2","1500"
"34","100","0","10","2","70","9","25","50","0","30","1500","50","1500"
"31","50","2","15","9","90","2","25","50","0","30","1500","1","1500"
"38","100","0","15","2","70","9","25","50","0","30","1500","50","1500"
"37","50","0","15","2","70","9","25","50","0","30","1500","50","1500"
"11","50","2","10","9","70","2","25","50","0","30","1500","50","1500"
"41","50","0","10","9","70","9","25","50","0","30","1500","50","1500"
"42","100","0","10","9","70","9","25","50","0","30","1500","50","1500"
"39","50","2","15","2","70","9","25","50","0","30","1500","17","1500"
"45","50","0","15","9","70","9","25","50","0","30","1500","50","1500"
"40","100","2","15","2","70","9","25","50","0","30","1500","23","1500"
"46","100","0","15","9","70","9","25","50","0","30","1500","50","1500"
"36","100","2","10","2","70","9","25","50","0","30","1500","50","1500"
"27","50","2","10","9","90","2","25","50","0","30","1500","50","1500"
"28","100","2","10","9","90","2","25","50","0","30","1500","50","1500"
"49","50","0","10","2","90","9","25","50","0","30","1500","50","1500"
"50","100","0","10","2","90","9","25","50","0","30","1500","50","1500"
"35","50","2","10","2","70","9","25","50","0","30","1500","50","1500"
"48","100","2","15","9","70","9","25","50","0","30","1500","1","1500"
"53","50","0","15","2","90","9","25","50","0","30","1500","50","1500"
"47","50","2","15","9","70","9","25","50","0","30","1500","1","1500"
"54","100","0","15","2","90","9","25","50","0","30","1500","50","1500"
"57","50","0","10","9","90","9","25","50","0","30","1500","50","1500"
"58","100","0","10","9","90","9","25","50","0","30","1500","50","1500"
"56","100","2","15","2","90","9","25","50","0","30","1500","17","1500"
"55","50","2","15","2","90","9","25","50","0","30","1500","20","1500"
"61","50","0","15","9","90","9","25","50","0","30","1500","50","1500"
"62","100","0","15","9","90","9","25","50","0","30","1500","50","1500"
"63","50","2","15","9","90","9","25","50","0","30","1500","1","1500"
"64","100","2","15","9","90","9","25","50","0","30","1500","1","1500"
"65","50","0","10","2","70","2","50","50","0","30","1500","50","1500"
"66","100","0","10","2","70","2","50","50","0","30","1500","50","1500"
"51","50","2","10","2","90","9","25","50","0","30","1500","50","1500"
"52","100","2","10","2","90","9","25","50","0","30","1500","50","1500"
"67","50","2","10","2","70","2","50","50","0","30","1500","50","1500"
"69","50","0","15","2","70","2","50","50","0","30","1500","50","1500"
"68","100","2","10","2","70","2","50","50","0","30","1500","50","1500"
"70","100","0","15","2","70","2","50","50","0","30","1500","50","1500"
"73","50","0","10","9","70","2","50","50","0","30","1500","50","1500"
"74","100","0","10","9","70","2","50","50","0","30","1500","50","1500"
"72","100","2","15","2","70","2","50","50","0","30","1500","50","1500"
"71","50","2","15","2","70","2","50","50","0","30","1500","50","1500"
"77","50","0","15","9","70","2","50","50","0","30","1500","50","1500"
"78","100","0","15","9","70","2","50","50","0","30","1500","50","1500"
"76","100","2","10","9","70","2","50","50","0","30","1500","50","1500"
"75","50","2","10","9","70","2","50","50","0","30","1500","50","1500"
"81","50","0","10","2","90","2","50","50","0","30","1500","50","1500"
"82","100","0","10","2","90","2","50","50","0","30","1500","50","1500"
"80","100","2","15","9","70","2","50","50","0","30","1500","50","1500"
"79","50","2","15","9","70","2","50","50","0","30","1500","50","1500"
"85","50","0","15","2","90","2","50","50","0","30","1500","50","1500"
"86","100","0","15","2","90","2","50","50","0","30","1500","50","1500"
"83","50","2","10","2","90","2","50","50","0","30","1500","50","1500"
"84","100","2","10","2","90","2","50","50","0","30","1500","50","1500"
"89","50","0","10","9","90","2","50","50","0","30","1500","50","1500"
"90","100","0","10","9","90","2","50","50","0","30","1500","50","1500"
"87","50","2","15","2","90","2","50","50","0","30","1500","50","1500"
"88","100","2","15","2","90","2","50","50","0","30","1500","50","1500"
"44","100","2","10","9","70","9","25","50","0","30","1500","50","1500"
"94","100","0","15","9","90","2","50","50","0","30","1500","50","1500"
"93","50","0","15","9","90","2","50","50","0","30","1500","50","1500"
"97","50","0","10","2","70","9","50","50","0","30","1500","50","1500"
"98","100","0","10","2","70","9","50","50","0","30","1500","50","1500"
"95","50","2","15","9","90","2","50","50","0","30","1500","50","1500"
"92","100","2","10","9","90","2","50","50","0","30","1500","50","1500"
"96","100","2","15","9","90","2","50","50","0","30","1500","50","1500"
"91","50","2","10","9","90","2","50","50","0","30","1500","50","1500"
"101","50","0","15","2","70","9","50","50","0","30","1500","50","1500"
"102","100","0","15","2","70","9","50","50","0","30","1500","50","1500"
"105","50","0","10","9","70","9","50","50","0","30","1500","50","1500"
"99","50","2","10","2","70","9","50","50","0","30","1500","50","1500"
"106","100","0","10","9","70","9","50","50","0","30","1500","50","1500"
"43","50","2","10","9","70","9","25","50","0","30","1500","50","1500"
"109","50","0","15","9","70","9","50","50","0","30","1500","50","1500"
"100","100","2","10","2","70","9","50","50","0","30","1500","50","1500"
"110","100","0","15","9","70","9","50","50","0","30","1500","50","1500"
"103","50","2","15","2","70","9","50","50","0","30","1500","50","1500"
"104","100","2","15","2","70","9","50","50","0","30","1500","50","1500"
"113","50","0","10","2","90","9","50","50","0","30","1500","50","1500"
"114","100","0","10","2","90","9","50","50","0","30","1500","50","1500"
"60","100","2","10","9","90","9","25","50","0","30","1500","50","1500"
"59","50","2","10","9","90","9","25","50","0","30","1500","50","1500"
"116","100","2","10","2","90","9","50","50","0","30","1500","50","1500"
"117","50","0","15","2","90","9","50","50","0","30","1500","50","1500"
"118","100","0","15","2","90","9","50","50","0","30","1500","50","1500"
"115","50","2","10","2","90","9","50","50","0","30","1500","50","1500"
"121","50","0","10","9","90","9","50","50","0","30","1500","50","1500"
"122","100","0","10","9","90","9","50","50","0","30","1500","50","1500"
"108","100","2","10","9","70","9","50","50","0","30","1500","50","1500"
"125","50","0","15","9","90","9","50","50","0","30","1500","50","1500"
"126","100","0","15","9","90","9","50","50","0","30","1500","50","1500"
"120","100","2","15","2","90","9","50","50","0","30","1500","50","1500"
"119","50","2","15","2","90","9","50","50","0","30","1500","50","1500"
"129","50","0","10","2","70","2","25","100","0","30","1500","100","1500"
"130","100","0","10","2","70","2","25","100","0","30","1500","100","1500"
"107","50","2","10","9","70","9","50","50","0","30","1500","50","1500"
"112","100","2","15","9","70","9","50","50","0","30","1500","50","1500"
"131","50","2","10","2","70","2","25","100","0","30","1500","100","1500"
"133","50","0","15","2","70","2","25","100","0","30","1500","100","1500"
"132","100","2","10","2","70","2","25","100","0","30","1500","100","1500"
"134","100","0","15","2","70","2","25","100","0","30","1500","100","1500"
"111","50","2","15","9","70","9","50","50","0","30","1500","50","1500"
"137","50","0","10","9","70","2","25","100","0","30","1500","100","1500"
"135","50","2","15","2","70","2","25","100","0","30","1500","48","1500"
"138","100","0","10","9","70","2","25","100","0","30","1500","100","1500"
"136","100","2","15","2","70","2","25","100","0","30","1500","59","1500"
"141","50","0","15","9","70","2","25","100","0","30","1500","100","1500"
"142","100","0","15","9","70","2","25","100","0","30","1500","100","1500"
"143","50","2","15","9","70","2","25","100","0","30","1500","2","1500"
"145","50","0","10","2","90","2","25","100","0","30","1500","100","1500"
"146","100","0","10","2","90","2","25","100","0","30","1500","100","1500"
"144","100","2","15","9","70","2","25","100","0","30","1500","25","1500"
"140","100","2","10","9","70","2","25","100","0","30","1500","100","1500"
"147","50","2","10","2","90","2","25","100","0","30","1500","100","1500"
"149","50","0","15","2","90","2","25","100","0","30","1500","100","1500"
"150","100","0","15","2","90","2","25","100","0","30","1500","100","1500"
"148","100","2","10","2","90","2","25","100","0","30","1500","100","1500"
"139","50","2","10","9","70","2","25","100","0","30","1500","100","1500"
"153","50","0","10","9","90","2","25","100","0","30","1500","100","1500"
"151","50","2","15","2","90","2","25","100","0","30","1500","32","1500"
"154","100","0","10","9","90","2","25","100","0","30","1500","100","1500"
"152","100","2","15","2","90","2","25","100","0","30","1500","42","1500"
"157","50","0","15","9","90","2","25","100","0","30","1500","100","1500"
"158","100","0","15","9","90","2","25","100","0","30","1500","100","1500"
"160","100","2","15","9","90","2","25","100","0","30","1500","3","1500"
"159","50","2","15","9","90","2","25","100","0","30","1500","6","1500"
"161","50","0","10","2","70","9","25","100","0","30","1500","100","1500"
"162","100","0","10","2","70","9","25","100","0","30","1500","100","1500"
"124","100","2","10","9","90","9","50","50","0","30","1500","50","1500"
"165","50","0","15","2","70","9","25","100","0","30","1500","100","1500"
"166","100","0","15","2","70","9","25","100","0","30","1500","100","1500"
"128","100","2","15","9","90","9","50","50","0","30","1500","50","1500"
"123","50","2","10","9","90","9","50","50","0","30","1500","50","1500"
"169","50","0","10","9","70","9","25","100","0","30","1500","100","1500"
"170","100","0","10","9","70","9","25","100","0","30","1500","100","1500"
"127","50","2","15","9","90","9","50","50","0","30","1500","50","1500"
"156","100","2","10","9","90","2","25","100","0","30","1500","100","1500"
"155","50","2","10","9","90","2","25","100","0","30","1500","100","1500"
"167","50","2","15","2","70","9","25","100","0","30","1500","27","1500"
"174","100","0","15","9","70","9","25","100","0","30","1500","100","1500"
"173","50","0","15","9","70","9","25","100","0","30","1500","100","1500"
"164","100","2","10","2","70","9","25","100","0","30","1500","100","1500"
"178","100","0","10","2","90","9","25","100","0","30","1500","100","1500"
"177","50","0","10","2","90","9","25","100","0","30","1500","100","1500"
"168","100","2","15","2","70","9","25","100","0","30","1500","52","1500"
"181","50","0","15","2","90","9","25","100","0","30","1500","100","1500"
"163","50","2","10","2","70","9","25","100","0","30","1500","100","1500"
"175","50","2","15","9","70","9","25","100","0","30","1399","0","1399"
"182","100","0","15","2","90","9","25","100","0","30","1500","100","1500"
"176","100","2","15","9","70","9","25","100","0","30","1500","1","1500"
"185","50","0","10","9","90","9","25","100","0","30","1500","100","1500"
"186","100","0","10","9","90","9","25","100","0","30","1500","100","1500"
"183","50","2","15","2","90","9","25","100","0","30","1500","35","1500"
"184","100","2","15","2","90","9","25","100","0","30","1500","37","1500"
"189","50","0","15","9","90","9","25","100","0","30","1500","100","1500"
"190","100","0","15","9","90","9","25","100","0","30","1500","100","1500"
"192","100","2","15","9","90","9","25","100","0","30","1500","1","1500"
"193","50","0","10","2","70","2","50","100","0","30","1500","100","1500"
"194","100","0","10","2","70","2","50","100","0","30","1500","100","1500"
"191","50","2","15","9","90","9","25","100","0","30","1500","9","1500"
"195","50","2","10","2","70","2","50","100","0","30","1500","100","1500"
"179","50","2","10","2","90","9","25","100","0","30","1500","100","1500"
"197","50","0","15","2","70","2","50","100","0","30","1500","100","1500"
"180","100","2","10","2","90","9","25","100","0","30","1500","100","1500"
"198","100","0","15","2","70","2","50","100","0","30","1500","100","1500"
"196","100","2","10","2","70","2","50","100","0","30","1500","100","1500"
"201","50","0","10","9","70","2","50","100","0","30","1500","100","1500"
"202","100","0","10","9","70","2","50","100","0","30","1500","100","1500"
"199","50","2","15","2","70","2","50","100","0","30","1500","100","1500"
"200","100","2","15","2","70","2","50","100","0","30","1500","100","1500"
"205","50","0","15","9","70","2","50","100","0","30","1500","100","1500"
"206","100","0","15","9","70","2","50","100","0","30","1500","100","1500"
"204","100","2","10","9","70","2","50","100","0","30","1500","100","1500"
"203","50","2","10","9","70","2","50","100","0","30","1500","100","1500"
"210","100","0","10","2","90","2","50","100","0","30","1500","100","1500"
"209","50","0","10","2","90","2","50","100","0","30","1500","100","1500"
"207","50","2","15","9","70","2","50","100","0","30","1500","100","1500"
"208","100","2","15","9","70","2","50","100","0","30","1500","100","1500"
"213","50","0","15","2","90","2","50","100","0","30","1500","100","1500"
"214","100","0","15","2","90","2","50","100","0","30","1500","100","1500"
"212","100","2","10","2","90","2","50","100","0","30","1500","100","1500"
"211","50","2","10","2","90","2","50","100","0","30","1500","100","1500"
"217","50","0","10","9","90","2","50","100","0","30","1500","100","1500"
"218","100","0","10","9","90","2","50","100","0","30","1500","100","1500"
"215","50","2","15","2","90","2","50","100","0","30","1500","100","1500"
"216","100","2","15","2","90","2","50","100","0","30","1500","100","1500"
"221","50","0","15","9","90","2","50","100","0","30","1500","100","1500"
"222","100","0","15","9","90","2","50","100","0","30","1500","100","1500"
"172","100","2","10","9","70","9","25","100","0","30","1500","100","1500"
"225","50","0","10","2","70","9","50","100","0","30","1500","100","1500"
"226","100","0","10","2","70","9","50","100","0","30","1500","100","1500"
"220","100","2","10","9","90","2","50","100","0","30","1500","100","1500"
"219","50","2","10","9","90","2","50","100","0","30","1500","100","1500"
"224","100","2","15","9","90","2","50","100","0","30","1500","100","1500"
"229","50","0","15","2","70","9","50","100","0","30","1500","100","1500"
"223","50","2","15","9","90","2","50","100","0","30","1500","100","1500"
"230","100","0","15","2","70","9","50","100","0","30","1500","100","1500"
"233","50","0","10","9","70","9","50","100","0","30","1500","100","1500"
"234","100","0","10","9","70","9","50","100","0","30","1500","100","1500"
"228","100","2","10","2","70","9","50","100","0","30","1500","100","1500"
"171","50","2","10","9","70","9","25","100","0","30","1500","100","1500"
"237","50","0","15","9","70","9","50","100","0","30","1500","100","1500"
"227","50","2","10","2","70","9","50","100","0","30","1500","100","1500"
"238","100","0","15","9","70","9","50","100","0","30","1500","100","1500"
"232","100","2","15","2","70","9","50","100","0","30","1500","100","1500"
"231","50","2","15","2","70","9","50","100","0","30","1500","100","1500"
"241","50","0","10","2","90","9","50","100","0","30","1500","100","1500"
"242","100","0","10","2","90","9","50","100","0","30","1500","100","1500"
"188","100","2","10","9","90","9","25","100","0","30","1500","100","1500"
"245","50","0","15","2","90","9","50","100","0","30","1500","100","1500"
"246","100","0","15","2","90","9","50","100","0","30","1500","100","1500"
"244","100","2","10","2","90","9","50","100","0","30","1500","100","1500"
"243","50","2","10","2","90","9","50","100","0","30","1500","100","1500"
"249","50","0","10","9","90","9","50","100","0","30","1500","100","1500"
"187","50","2","10","9","90","9","25","100","0","30","1500","100","1500"
"250","100","0","10","9","90","9","50","100","0","30","1500","100","1500"
"236","100","2","10","9","70","9","50","100","0","30","1500","100","1500"
"248","100","2","15","2","90","9","50","100","0","30","1500","100","1500"
"247","50","2","15","2","90","9","50","100","0","30","1500","100","1500"
"253","50","0","15","9","90","9","50","100","0","30","1500","100","1500"
"254","100","0","15","9","90","9","50","100","0","30","1500","100","1500"
"257","50","0","10","2","70","2","25","50","0.1","30","1500","50","1500"
"258","100","0","10","2","70","2","25","50","0.1","30","1500","50","1500"
"259","50","2","10","2","70","2","25","50","0.1","30","1500","50","1500"
"260","100","2","10","2","70","2","25","50","0.1","30","1500","50","1500"
"261","50","0","15","2","70","2","25","50","0.1","30","870","0","870"
"262","100","0","15","2","70","2","25","50","0.1","30","169","0","169"
"263","50","2","15","2","70","2","25","50","0.1","30","1500","26","1500"
"264","100","2","15","2","70","2","25","50","0.1","30","1500","26","1500"
"265","50","0","10","9","70","2","25","50","0.1","30","1500","50","1500"
"266","100","0","10","9","70","2","25","50","0.1","30","1500","50","1500"
"240","100","2","15","9","70","9","50","100","0","30","1500","100","1500"
"235","50","2","10","9","70","9","50","100","0","30","1500","100","1500"
"269","50","0","15","9","70","2","25","50","0.1","30","797","0","797"
"270","100","0","15","9","70","2","25","50","0.1","30","494","0","494"
"271","50","2","15","9","70","2","25","50","0.1","30","1500","1","1500"
"268","100","2","10","9","70","2","25","50","0.1","30","1500","50","1500"
"273","50","0","10","2","90","2","25","50","0.1","30","1500","50","1500"
"272","100","2","15","9","70","2","25","50","0.1","30","1500","6","1500"
"274","100","0","10","2","90","2","25","50","0.1","30","1500","50","1500"
"267","50","2","10","9","70","2","25","50","0.1","30","1500","50","1500"
"239","50","2","15","9","70","9","50","100","0","30","1500","100","1500"
"277","50","0","15","2","90","2","25","50","0.1","30","1377","0","1377"
"278","100","0","15","2","90","2","25","50","0.1","30","82","0","82"
"279","50","2","15","2","90","2","25","50","0.1","30","1500","24","1500"
"280","100","2","15","2","90","2","25","50","0.1","30","1500","28","1500"
"276","100","2","10","2","90","2","25","50","0.1","30","1500","50","1500"
"275","50","2","10","2","90","2","25","50","0.1","30","1500","50","1500"
"281","50","0","10","9","90","2","25","50","0.1","30","1500","50","1500"
"282","100","0","10","9","90","2","25","50","0.1","30","1500","50","1500"
"285","50","0","15","9","90","2","25","50","0.1","30","321","0","321"
"286","100","0","15","9","90","2","25","50","0.1","30","56","0","56"
"287","50","2","15","9","90","2","25","50","0.1","30","405","0","405"
"288","100","2","15","9","90","2","25","50","0.1","30","1500","2","1500"
"289","50","0","10","2","70","9","25","50","0.1","30","1500","50","1500"
"290","100","0","10","2","70","9","25","50","0.1","30","1500","50","1500"
"284","100","2","10","9","90","2","25","50","0.1","30","1500","50","1500"
"283","50","2","10","9","90","2","25","50","0.1","30","1500","50","1500"
"293","50","0","15","2","70","9","25","50","0.1","30","847","0","847"
"294","100","0","15","2","70","9","25","50","0.1","30","114","0","114"
"292","100","2","10","2","70","9","25","50","0.1","30","1500","50","1500"
"297","50","0","10","9","70","9","25","50","0.1","30","1500","50","1500"
"298","100","0","10","9","70","9","25","50","0.1","30","1500","50","1500"
"295","50","2","15","2","70","9","25","50","0.1","30","1500","8","1500"
"291","50","2","10","2","70","9","25","50","0.1","30","1500","50","1500"
"296","100","2","15","2","70","9","25","50","0.1","30","1500","16","1500"
"301","50","0","15","9","70","9","25","50","0.1","30","790","0","790"
"302","100","0","15","9","70","9","25","50","0.1","30","164","0","164"
"303","50","2","15","9","70","9","25","50","0.1","30","427","0","427"
"304","100","2","15","9","70","9","25","50","0.1","30","1500","1","1500"
"305","50","0","10","2","90","9","25","50","0.1","30","1500","50","1500"
"306","100","0","10","2","90","9","25","50","0.1","30","1500","50","1500"
"308","100","2","10","2","90","9","25","50","0.1","30","1500","50","1500"
"307","50","2","10","2","90","9","25","50","0.1","30","1500","50","1500"
"309","50","0","15","2","90","9","25","50","0.1","30","733","0","733"
"310","100","0","15","2","90","9","25","50","0.1","30","196","0","196"
"311","50","2","15","2","90","9","25","50","0.1","30","1500","15","1500"
"313","50","0","10","9","90","9","25","50","0.1","30","1500","50","1500"
"312","100","2","15","2","90","9","25","50","0.1","30","1500","23","1500"
"314","100","0","10","9","90","9","25","50","0.1","30","1500","50","1500"
"300","100","2","10","9","70","9","25","50","0.1","30","1500","50","1500"
"317","50","0","15","9","90","9","25","50","0.1","30","359","0","359"
"318","100","0","15","9","90","9","25","50","0.1","30","56","0","56"
"252","100","2","10","9","90","9","50","100","0","30","1500","100","1500"
"319","50","2","15","9","90","9","25","50","0.1","30","1500","1","1500"
"321","50","0","10","2","70","2","50","50","0.1","30","1500","50","1500"
"320","100","2","15","9","90","9","25","50","0.1","30","1500","1","1500"
"322","100","0","10","2","70","2","50","50","0.1","30","1500","50","1500"
"256","100","2","15","9","90","9","50","100","0","30","1500","100","1500"
"325","50","0","15","2","70","2","50","50","0.1","30","1500","50","1500"
"323","50","2","10","2","70","2","50","50","0.1","30","1500","50","1500"
"299","50","2","10","9","70","9","25","50","0.1","30","1500","50","1500"
"326","100","0","15","2","70","2","50","50","0.1","30","1500","50","1500"
"324","100","2","10","2","70","2","50","50","0.1","30","1500","50","1500"
"329","50","0","10","9","70","2","50","50","0.1","30","1500","50","1500"
"330","100","0","10","9","70","2","50","50","0.1","30","1500","50","1500"
"328","100","2","15","2","70","2","50","50","0.1","30","1500","50","1500"
"327","50","2","15","2","70","2","50","50","0.1","30","1500","50","1500"
"333","50","0","15","9","70","2","50","50","0.1","30","1500","50","1500"
"334","100","0","15","9","70","2","50","50","0.1","30","1500","50","1500"
"251","50","2","10","9","90","9","50","100","0","30","1500","100","1500"
"337","50","0","10","2","90","2","50","50","0.1","30","1500","50","1500"
"332","100","2","10","9","70","2","50","50","0.1","30","1500","50","1500"
"331","50","2","10","9","70","2","50","50","0.1","30","1500","50","1500"
"338","100","0","10","2","90","2","50","50","0.1","30","1500","50","1500"
"341","50","0","15","2","90","2","50","50","0.1","30","1500","50","1500"
"336","100","2","15","9","70","2","50","50","0.1","30","1500","50","1500"
"342","100","0","15","2","90","2","50","50","0.1","30","1500","50","1500"
"335","50","2","15","9","70","2","50","50","0.1","30","1500","50","1500"
"340","100","2","10","2","90","2","50","50","0.1","30","1500","50","1500"
"345","50","0","10","9","90","2","50","50","0.1","30","1500","50","1500"
"339","50","2","10","2","90","2","50","50","0.1","30","1500","50","1500"
"343","50","2","15","2","90","2","50","50","0.1","30","1500","50","1500"
"346","100","0","10","9","90","2","50","50","0.1","30","1500","50","1500"
"344","100","2","15","2","90","2","50","50","0.1","30","1500","50","1500"
"350","100","0","15","9","90","2","50","50","0.1","30","1500","50","1500"
"349","50","0","15","9","90","2","50","50","0.1","30","1500","50","1500"
"255","50","2","15","9","90","9","50","100","0","30","1500","100","1500"
"353","50","0","10","2","70","9","50","50","0.1","30","1500","50","1500"
"354","100","0","10","2","70","9","50","50","0.1","30","1500","50","1500"
"348","100","2","10","9","90","2","50","50","0.1","30","1500","50","1500"
"347","50","2","10","9","90","2","50","50","0.1","30","1500","50","1500"
"351","50","2","15","9","90","2","50","50","0.1","30","1500","50","1500"
"352","100","2","15","9","90","2","50","50","0.1","30","1500","50","1500"
"356","100","2","10","2","70","9","50","50","0.1","30","1500","50","1500"
"357","50","0","15","2","70","9","50","50","0.1","30","1500","50","1500"
"358","100","0","15","2","70","9","50","50","0.1","30","1500","50","1500"
"355","50","2","10","2","70","9","50","50","0.1","30","1500","50","1500"
"361","50","0","10","9","70","9","50","50","0.1","30","1500","50","1500"
"362","100","0","10","9","70","9","50","50","0.1","30","1500","50","1500"
"365","50","0","15","9","70","9","50","50","0.1","30","1500","50","1500"
"366","100","0","15","9","70","9","50","50","0.1","30","1500","50","1500"
"360","100","2","15","2","70","9","50","50","0.1","30","1500","50","1500"
"369","50","0","10","2","90","9","50","50","0.1","30","1500","50","1500"
"359","50","2","15","2","70","9","50","50","0.1","30","1500","50","1500"
"370","100","0","10","2","90","9","50","50","0.1","30","1500","50","1500"
"316","100","2","10","9","90","9","25","50","0.1","30","1500","50","1500"
"373","50","0","15","2","90","9","50","50","0.1","30","1500","50","1500"
"374","100","0","15","2","90","9","50","50","0.1","30","1500","50","1500"
"315","50","2","10","9","90","9","25","50","0.1","30","1500","50","1500"
"372","100","2","10","2","90","9","50","50","0.1","30","1500","50","1500"
"371","50","2","10","2","90","9","50","50","0.1","30","1500","50","1500"
"377","50","0","10","9","90","9","50","50","0.1","30","1500","50","1500"
"378","100","0","10","9","90","9","50","50","0.1","30","1500","50","1500"
"364","100","2","10","9","70","9","50","50","0.1","30","1500","50","1500"
"375","50","2","15","2","90","9","50","50","0.1","30","1500","50","1500"
"381","50","0","15","9","90","9","50","50","0.1","30","1500","50","1500"
"382","100","0","15","9","90","9","50","50","0.1","30","1500","50","1500"
"376","100","2","15","2","90","9","50","50","0.1","30","1500","50","1500"
"385","50","0","10","2","70","2","25","100","0.1","30","1500","100","1500"
"386","100","0","10","2","70","2","25","100","0.1","30","1500","100","1500"
"368","100","2","15","9","70","9","50","50","0.1","30","1500","50","1500"
"363","50","2","10","9","70","9","50","50","0.1","30","1500","50","1500"
"389","50","0","15","2","70","2","25","100","0.1","30","677","0","677"
"390","100","0","15","2","70","2","25","100","0.1","30","194","0","194"
"387","50","2","10","2","70","2","25","100","0.1","30","1500","100","1500"
"388","100","2","10","2","70","2","25","100","0.1","30","1500","100","1500"
"391","50","2","15","2","70","2","25","100","0.1","30","1500","42","1500"
"367","50","2","15","9","70","9","50","50","0.1","30","1500","50","1500"
"393","50","0","10","9","70","2","25","100","0.1","30","1500","100","1500"
"392","100","2","15","2","70","2","25","100","0.1","30","1500","45","1500"
"394","100","0","10","9","70","2","25","100","0.1","30","1500","100","1500"
"397","50","0","15","9","70","2","25","100","0.1","30","917","0","917"
"398","100","0","15","9","70","2","25","100","0.1","30","408","0","408"
"399","50","2","15","9","70","2","25","100","0.1","30","1500","6","1500"
"400","100","2","15","9","70","2","25","100","0.1","30","1500","7","1500"
"401","50","0","10","2","90","2","25","100","0.1","30","1500","100","1500"
"402","100","0","10","2","90","2","25","100","0.1","30","1500","100","1500"
"403","50","2","10","2","90","2","25","100","0.1","30","1500","100","1500"
"404","100","2","10","2","90","2","25","100","0.1","30","1500","100","1500"
"405","50","0","15","2","90","2","25","100","0.1","30","1385","0","1385"
"406","100","0","15","2","90","2","25","100","0.1","30","215","0","215"
"396","100","2","10","9","70","2","25","100","0.1","30","1500","100","1500"
"409","50","0","10","9","90","2","25","100","0.1","30","1500","100","1500"
"407","50","2","15","2","90","2","25","100","0.1","30","1500","38","1500"
"395","50","2","10","9","70","2","25","100","0.1","30","1500","100","1500"
"408","100","2","15","2","90","2","25","100","0.1","30","1500","44","1500"
"410","100","0","10","9","90","2","25","100","0.1","30","1500","100","1500"
"413","50","0","15","9","90","2","25","100","0.1","30","749","0","749"
"414","100","0","15","9","90","2","25","100","0.1","30","617","0","617"
"415","50","2","15","9","90","2","25","100","0.1","30","1500","4","1500"
"416","100","2","15","9","90","2","25","100","0.1","30","1500","13","1500"
"417","50","0","10","2","70","9","25","100","0.1","30","1500","100","1500"
"418","100","0","10","2","70","9","25","100","0.1","30","1500","100","1500"
"412","100","2","10","9","90","2","25","100","0.1","30","1500","100","1500"
"384","100","2","15","9","90","9","50","50","0.1","30","1500","50","1500"
"421","50","0","15","2","70","9","25","100","0.1","30","521","0","521"
"422","100","0","15","2","70","9","25","100","0.1","30","74","0","74"
"380","100","2","10","9","90","9","50","50","0.1","30","1500","50","1500"
"411","50","2","10","9","90","2","25","100","0.1","30","1500","100","1500"
"425","50","0","10","9","70","9","25","100","0.1","30","1500","100","1500"
"426","100","0","10","9","70","9","25","100","0.1","30","1500","100","1500"
"383","50","2","15","9","90","9","50","50","0.1","30","1500","50","1500"
"429","50","0","15","9","70","9","25","100","0.1","30","217","0","217"
